arb_id,facility_name,reporting_year,total_emissions_co2e,total_emissions_co2e_non_biogenic,co2_biogenic,fuel_supplier_co2e_non_biogenic,fuel_supplier_co2e_biogenic,electricity_importer_Correspondance2e,emitter_covered_emissions,fuel_supplier_covered_emissions,electricity_importer_covered_emissions,total_covered_emissions,total_non_covered_emissions,city,state,zip_code,naics,epa_carb_subparts,industry_sector
100282,Shasta Sustainable Resource Management,2020,489399.51,7603.92,481795.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,489399.51,Anderson,CA,96007,221119 - Other Electric Power Generation,C,In-State Electricity Generation
5008,"Vernon Public Utilities, Gas Municipal Utility",2020,468576.21,0.00,0.00,468576.21,0.00,0.00,0.00,148610.90,0.00,148610.90,319965.31,Vernon,CA,90058,221210 - Natural Gas Distribution,NN,"Supplier of Natural Gas, NGL, or LPG"
100886,Sycamore Cogeneration Facility,2020,457219.74,457219.74,0.00,0.00,0.00,0.00,457219.74,0.00,0.00,457219.74,0.00,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
104456,Calpine - Russell City Energy Center,2020,422953.70,422953.70,0.00,0.00,0.00,0.00,422953.70,0.00,0.00,422953.70,0.00,Hayward,CA,94545,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
2078,"Exelon Generation Company, LLC - EPE",2020,160918.51,0.00,0.00,0.00,0.00,160918.51,0.00,0.00,127509.56,127509.56,33408.95,Baltimore,MD,21231,221122 - Electric Power Distribution,EPE,Electricity Importer
104543,Shell Trading US Company - Fuel Supplier,2020,415307.60,0.00,0.00,4943.96,410363.64,0.00,0.00,0.00,0.00,0.00,415307.60,Houston,TX,77002,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
2278,"The Energy Authority, Inc. (TEA) - EPE",2020,148342.25,0.00,0.00,0.00,0.00,148342.25,0.00,0.00,25136.89,25136.89,123205.36,Jacksonville,FL,32202,221122 - Electric Power Distribution,EPE,Electricity Importer
104759,AltAir Paramount LLC - Fuel Supplier,2020,414041.48,0.00,0.00,3393.44,410648.04,0.00,0.00,0.00,0.00,0.00,414041.48,Paramount,CA,90723,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
101357,"Ormond Beach Power, LLC",2020,395469.99,395469.99,0.00,0.00,0.00,0.00,395469.99,0.00,0.00,395469.99,0.00,Oxnard,CA,93033,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100018,Burney Forest Products,2020,388500.02,20383.65,368116.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,388500.02,Burney,CA,96013,221119 - Other Electric Power Generation,C,Cogeneration
104091,Seneca San Joaquin Production Facilities,2020,387862.02,326771.23,0.00,61090.79,0.00,0.00,326216.51,12694.18,0.00,338910.68,48951.34,Fellows,CA,93224,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W",Oil and Gas Production
100215,Midway-Sunset Cogeneration,2020,385425.76,385425.76,0.00,0.00,0.00,0.00,385425.76,0.00,0.00,385425.76,0.00,Fellows,CA,93224,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
2438,Sierra Pacific Power Company (dba NV Energy) - EPE,2020,134849.54,0.00,0.00,0.00,0.00,134849.54,0.00,0.00,134849.54,134849.54,0.00,las vegas ,NV,89146,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
104560,"REG Marketing & Logistics Group, LLC",2020,384767.17,0.00,0.00,319.58,384447.59,0.00,0.00,0.00,0.00,0.00,384767.17,Ames,IA,50010,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
2113,BP Energy Company - EPE,2020,133351.32,0.00,0.00,0.00,0.00,133351.32,0.00,0.00,133351.32,133351.32,0.00,Houston,TX,77079,324110 - Petroleum Refineries,EPE,Electricity Importer
104096,ProPetroleum Inc.,2020,376124.19,0.00,0.00,367358.86,8765.32,0.00,0.00,367358.86,0.00,367358.86,8765.32,Lubbock ,TX,79416,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
101496,"Calpine - CCFC Sutter Energy, LLC",2020,373527.35,373527.35,0.00,0.00,0.00,0.00,373527.35,0.00,0.00,373527.35,0.00,Sutter,CA,95993,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100063,Southeast Resource Recovery Facility (SERRF),2020,357951.44,127893.34,230058.10,0.00,0.00,0.00,127893.34,0.00,0.00,127893.34,230058.10,Long Beach,CA,90802,562213 - Solid Waste Combustors and Incinerators,C,In-State Electricity Generation
101378,Sierra Pacific Industries (SPI) - Quincy Division,2020,356694.94,8667.74,348027.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,356694.94,Quincy,CA,95971,321113 - Sawmills,C,Other Combustion Source
104488,Crimson Resource Management Corp,2020,346199.66,336828.15,0.00,9371.51,0.00,0.00,335859.87,0.00,0.00,335859.87,10339.79,Bakersfield,CA,93311,211111 - Crude Petroleum and Natural Gas Extraction,"C,NN,W","Oil and Gas Production / Supplier of Natural Gas, NGL, or LPG"
100300,"U.S. Borax, 93516",2020,344106.43,344106.43,0.00,0.00,0.00,0.00,344106.43,0.00,0.00,344106.43,0.00,Boron,CA,93516,"212391 - Potash, Soda, and Borate Mineral Mining",C,Other Combustion Source
101325,Los Angeles Department of Water & Power-Valley Generating Station (LADWP),2020,338956.18,338956.18,0.00,0.00,0.00,0.00,338947.89,0.00,0.00,338947.89,8.29,Sun Valley,CA,91352,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
104054,BNSF Railway - Barstow,2020,336013.94,0.00,0.00,336013.94,0.00,0.00,0.00,336013.94,0.00,336013.94,0.00,Barstow,CA,92311,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
104225,"Nextera Energy Marketing, LLC - EPE",2020,124753.69,0.00,0.00,0.00,0.00,124753.69,0.00,0.00,2896.09,2896.09,121857.59,Juno Beach,FL,33408,221122 - Electric Power Distribution,EPE,Electricity Importer
101228,Mt. Poso Cogeneration Company,2020,327139.14,10394.50,316744.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327139.14,Bakersfield,CA,93308,221117 - Biomass Electric Power Generation,C,Cogeneration
100252,"Sacramento Municipal Utility District (SMUD) , SCA",2020,322230.06,322230.06,0.00,0.00,0.00,0.00,322230.06,0.00,0.00,322230.06,0.00,Sacramento,CA,95826,221112 - Fossil Fuel Electric Power Generation,"C,D",Cogeneration
104219,"Sentinel Energy Center, LLC",2020,321951.42,321951.42,0.00,0.00,0.00,0.00,321951.42,0.00,0.00,321951.42,0.00,North Palm Springs,CA,92258,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
101332,Martinez Cogen Limited Partnership,2020,320630.02,320630.02,0.00,0.00,0.00,0.00,320621.43,0.00,0.00,320621.43,8.59,Martinez,CA,94553,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
100358,Tracy Combined Cycle Plant,2020,316233.74,316233.74,0.00,0.00,0.00,0.00,316233.74,0.00,0.00,316233.74,0.00,Tracy,CA,95377,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
2046,Metropolitan Water District of Southern California (MWD) - EPE,2020,123188.94,0.00,0.00,0.00,0.00,123188.94,0.00,0.00,123188.94,123188.94,0.00,Los Angeles,CA,90012,221310 - Water Supply and Irrigation Systems,EPE,Electricity Importer
101582,The P&G Paper Products Co.,2020,312808.98,312808.98,0.00,0.00,0.00,0.00,312808.98,0.00,0.00,312808.98,0.00,Oxnard,CA,93030,322121 - Paper (except Newsprint) Mills,C,Other Combustion Source
104131,Arizona Public Service Company (APSC) - EPE,2020,122353.89,0.00,0.00,0.00,0.00,122353.89,0.00,0.00,122353.89,122353.89,0.00,Phoenix,AZ,85004,221122 - Electric Power Distribution,EPE,Electricity Importer
3010,Calpine Corporation - EPE,2020,120745.31,0.00,0.00,0.00,0.00,120745.31,0.00,0.00,120745.31,120745.31,0.00,Houston,TX,90120,221122 - Electric Power Distribution,EPE,Electricity Importer
104804,Truman Arnold Companies,2020,307322.47,0.00,0.00,251624.47,55697.99,0.00,0.00,251624.47,0.00,251624.47,55697.99,santa ana,CA,92707,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
100055,Rio Bravo Rocklin,2020,298451.52,9249.52,289202.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,298451.52,Lincoln,CA,95648,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
3006,3 Phases Renewables - EPE,2020,114077.49,0.00,0.00,0.00,0.00,114077.49,0.00,0.00,2237.24,2237.24,111840.25,El Segundo,CA,90245,221122 - Electric Power Distribution,EPE,Electricity Importer
101514,Kern River Cogeneration Facility,2020,298386.50,298386.50,0.00,0.00,0.00,0.00,298386.50,0.00,0.00,298386.50,0.00,Bakersfield,CA,93308,221112 - Fossil Fuel Electric Power Generation,C,Cogeneration
100040,Humboldt Sawmill Company,2020,295562.28,6733.15,288829.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,295562.28,Scotia,CA,95565,221117 - Biomass Electric Power Generation,C,Cogeneration
104172,Lodi Energy Center,2020,290537.31,290537.31,0.00,0.00,0.00,0.00,290537.31,0.00,0.00,290537.31,0.00,LODI,CA,95242,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100162,"Imperial Irrigation District (IID), El Centro Generating Station",2020,289436.64,289436.64,0.00,0.00,0.00,0.00,289436.64,0.00,0.00,289436.64,0.00,El Centro,CA,92245,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100265,Rio Bravo Fresno,2020,287203.82,8341.82,278862.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,287203.82,Fresno,CA,93725,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
3061,"Santa Clara, City of (SVP) - EPE",2020,102671.49,0.00,0.00,0.00,0.00,102671.49,0.00,0.00,2885.10,2885.10,99786.39,Santa Clara,CA,95050,221122 - Electric Power Distribution,EPE,Electricity Importer
101381,Lehigh Cement West Inc. - Redding,2020,283448.35,283448.35,0.00,0.00,0.00,0.00,283448.35,0.00,0.00,283448.35,0.00,Redding,CA,96003,327310 - Cement Manufacturing,"C,H",Cement Plant
100029,HL Power Company,2020,282475.92,6691.89,275784.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,282475.92,Wendel,CA,96136,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
101740,"Panoche Energy Center, LLC",2020,279878.29,279878.29,0.00,0.00,0.00,0.00,279878.29,0.00,0.00,279878.29,0.00,Firebaugh,CA,93622,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100002,Calciner,2020,277746.25,277746.25,0.00,0.00,0.00,0.00,277744.97,0.00,0.00,277744.97,1.28,Long Beach,CA,90813,324199 - All Other Petroleum and Coal Products Manufacturing,"C,Y",Other Combustion Source
101264,"Covanta - Stanislaus, Inc",2020,276802.13,104979.64,171822.49,0.00,0.00,0.00,102336.83,0.00,0.00,102336.83,174465.30,Crow's Landing,CA,95313,562213 - Solid Waste Combustors and Incinerators,C,In-State Electricity Generation
100314,Malburg Generating Station,2020,274375.08,274375.08,0.00,0.00,0.00,0.00,274375.08,0.00,0.00,274375.08,0.00,Vernon,CA,90058,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
104018,Aera Energy Coastal Basins,2020,268194.27,268194.27,0.00,0.00,0.00,0.00,267814.13,0.00,0.00,267814.13,380.13,San Ardo,CA,93450,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104037,Robinson Oil Supply & Transport,2020,267617.10,0.00,0.00,252192.87,15424.24,0.00,0.00,252192.87,0.00,252192.87,15424.24,Santa Clara,CA,95050,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
104742,"DTE Energy Trading, Inc. - EPE",2020,84135.15,0.00,0.00,0.00,0.00,84135.15,0.00,0.00,5618.55,5618.55,78516.60,Ann Arbor,MI,48104,424990 - Other Miscellaneous Nondurable Goods Merchant Wholesalers,EPE,Electricity Importer
101298,Pacific Ultrapower Chinese,2020,255556.30,3634.30,251922.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255556.30,Jamestown,CA,95327,221117 - Biomass Electric Power Generation,C,In-State Electricity Generation
104072,California Resources Production Corporation - 760 Los Angeles Basin,2020,251714.11,251714.11,0.00,0.00,0.00,0.00,247126.23,0.00,0.00,247126.23,4587.87,Long Beach,CA,90802,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
104064,BNSF Railway - Commerce,2020,248678.13,0.00,0.00,248678.13,0.00,0.00,0.00,248678.13,0.00,248678.13,0.00,Los Angeles,CA,90040,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
100125,"Sacramento Municipal Utility District (SMUD) , SPA",2020,246703.89,246703.89,0.00,0.00,0.00,0.00,246703.89,0.00,0.00,246703.89,0.00,Sacramento,CA,95824,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100257,AES Redondo Beach LLC,2020,239882.36,239882.36,0.00,0.00,0.00,0.00,239882.36,0.00,0.00,239882.36,0.00,Redondo Beach,CA,90277,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
104748,Carlsbad Energy Center Project,2020,236003.70,236003.70,0.00,0.00,0.00,0.00,236003.70,0.00,0.00,236003.70,0.00,Carlsbad,CA,92008,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100192,PG&E Humboldt Bay Generating Station,2020,227214.09,227214.09,0.00,0.00,0.00,0.00,224825.80,0.00,0.00,224825.80,2388.29,Eureka,CA,95503,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
104573,"MAG Energy Solutions, Inc. - EPE",2020,77618.90,0.00,0.00,0.00,0.00,77618.90,0.00,0.00,77618.90,77618.90,0.00,Montreal,QC,H3A 3L4,221122 - Electric Power Distribution,EPE,Electricity Importer
104800,Kiva Energy Inc.,2020,223962.93,0.00,0.00,223962.93,0.00,0.00,0.00,223962.93,0.00,223962.93,0.00,Manteca,CA,95336,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),NN,"Supplier of Natural Gas, NGL, or LPG"
104218,"Walnut Creek Energy, LLC",2020,219694.81,219694.81,0.00,0.00,0.00,0.00,219694.81,0.00,0.00,219694.81,0.00,City of Industry,CA,91745,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100043,Sierra Pacific Industries (SPI) - Burney,2020,215703.47,4477.01,211226.46,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215703.47,Burney,CA,96013,321113 - Sawmills,C,Other Combustion Source
104497,San Joaquin Refining Company - Fuel Supplier,2020,213315.60,0.00,0.00,203695.74,9619.86,0.00,0.00,203695.74,0.00,203695.74,9619.86,Bakersfield,CA,93308,324110 - Petroleum Refineries,MM,Transportation Fuel Supplier
100997,"University of California, Los Angeles, UCLA",2020,211027.04,211027.04,0.00,0.00,0.00,0.00,211027.04,0.00,0.00,211027.04,0.00,Los Angeles,CA,90095,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101527,"Calpine - Geysers Power Company, LLC - Geothermal",2020,210004.34,210004.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,210004.34,Middletown,CA,95461,221116 - Geothermal Electric Power Generation,C,In-State Electricity Generation
100195,"New-Indy Ontario, LLC Linerboard Mill",2020,208193.65,208193.65,0.00,0.00,0.00,0.00,208193.65,0.00,0.00,208193.65,0.00,Ontario,CA,91761,322130 - Paperboard Mills,C,Other Combustion Source
101436,"Silicon Valley Power (SVP), City of Santa Clara , DVR",2020,207559.90,207559.90,0.00,0.00,0.00,0.00,207559.90,0.00,0.00,207559.90,0.00,Santa Clara,CA,95054,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
100895,Berry Petroleum Company - Placerita,2020,206745.51,206745.51,0.00,0.00,0.00,0.00,206711.31,0.00,0.00,206711.31,34.20,Newhall,CA,91321,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
101028,"Modesto Irrigation District (MID) - Woodland Generation Station, 95351",2020,205490.84,205490.84,0.00,0.00,0.00,0.00,205490.84,0.00,0.00,205490.84,0.00,Modesto,CA,95351,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
104120,Brookfield Renewable Trading & Marketing LP - EPE,2020,70915.88,0.00,0.00,0.00,0.00,70915.88,0.00,0.00,70915.88,70915.88,0.00,Gatineau,QC,J8X 2A1,551112 - Offices of Other Holding Companies,EPE,Electricity Importer
100164,"El Segundo Energy Center, LLC",2020,187593.34,187593.34,0.00,0.00,0.00,0.00,187593.34,0.00,0.00,187593.34,0.00,El Segundo,CA,90245,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100351,Phillips 66 Company - San Francisco Carbon Plant,2020,186327.20,186327.20,0.00,0.00,0.00,0.00,186326.07,0.00,0.00,186326.07,1.13,Rodeo,CA,94572,324199 - All Other Petroleum and Coal Products Manufacturing,"C,Y",Other Combustion Source
104802,Chase Inc.,2020,185079.67,0.00,0.00,176099.21,8980.46,0.00,0.00,176099.21,0.00,176099.21,8980.46,FRESNO,CA,93722,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
104749,Clean Power Alliance (CPA) - EPE,2020,69000.93,0.00,0.00,0.00,0.00,69000.93,0.00,0.00,1548.13,1548.13,67452.80,Los Angeles,CA,90017,221122 - Electric Power Distribution,EPE,Electricity Importer
101265,Lehigh Southwest Cement Co - Cupertino,2020,184788.17,184788.17,0.00,0.00,0.00,0.00,184782.59,0.00,0.00,184782.59,5.58,Cupertino,CA,95014,327310 - Cement Manufacturing,"C,H",Cement Plant
101518,Salinas River Cogeneration Facility,2020,180139.65,180139.65,0.00,0.00,0.00,0.00,180139.65,0.00,0.00,180139.65,0.00,San Ardo,CA,93450,221112 - Fossil Fuel Electric Power Generation,D,Cogeneration
104003,"Apex Oil Company, Inc.",2020,179748.04,0.00,0.00,169261.25,10486.79,0.00,0.00,169261.25,0.00,169261.25,10486.79,St. Louis,MO,63105,424710 - Petroleum Bulk Stations and Terminals,MM,Transportation Fuel Supplier
104011,Chevron AAPG 740 Coastal Basin,2020,179743.62,179743.62,0.00,0.00,0.00,0.00,178403.58,0.00,0.00,178403.58,1340.04,San Ramon,CA,94583,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
2388,Nevada Power Company (dba NV Energy) - EPE,2020,68825.39,0.00,0.00,0.00,0.00,68825.39,0.00,0.00,68825.39,68825.39,0.00,Las Vegas,NV,89146,221121 - Electric Bulk Power Transmission and Control,EPE,Electricity Importer
3055,Redding Electric Utility - EPE,2020,68347.93,0.00,0.00,0.00,0.00,68347.93,0.00,0.00,0.00,0.00,68347.93,Redding,CA,96001,221122 - Electric Power Distribution,EPE,Electricity Importer
100090,"Sierra Pacific Industries (SPI) - Anderson, 96007",2020,179290.94,5301.44,173989.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,179290.94,Anderson,CA,96007,321113 - Sawmills,C,Other Combustion Source
101226,Phillips 66 Company - Santa Maria Refinery,2020,174870.92,174870.92,0.00,0.00,0.00,0.00,174687.32,0.00,0.00,174687.32,183.60,Arroyo Grande,CA,93420,324110 - Petroleum Refineries,"C,Y",Refinery
104074,Boyett Petroleum,2020,173145.23,0.00,0.00,163551.92,9593.31,0.00,0.00,163551.92,0.00,163551.92,9593.31,Modesto,CA,95350,424720 - Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),MM,Transportation Fuel Supplier
103018,Gallo Glass Company,2020,170092.09,170092.09,0.00,0.00,0.00,0.00,170092.09,0.00,0.00,170092.09,0.00,Modesto,CA,95354,327213 - Glass Container Manufacturing,"C,N",Other Combustion Source
101680,Sierra Pacific Industries (SPI) - Lincoln,2020,163211.68,4736.18,158475.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163211.68,Lincoln,CA,95648,321113 - Sawmills,C,Other Combustion Source
104067,"EDF Trading North America, LLC - EPE",2020,63846.90,0.00,0.00,0.00,0.00,63846.90,0.00,0.00,63846.90,63846.90,0.00,Houston,TX,77002,523130 - Commodity Contracts Dealing,EPE,Electricity Importer
100058,Wadham Energy Ltd Partnership,2020,163144.49,2999.20,160145.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163144.49,Williams,CA,95987,221119 - Other Electric Power Generation,C,In-State Electricity Generation
104217,Marsh Landing Generating Station ,2020,160960.35,160960.35,0.00,0.00,0.00,0.00,160960.35,0.00,0.00,160960.35,0.00,Antioch,CA,94509,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
101231,"Grade 6 Oil, LLC",2020,157876.87,157876.87,0.00,0.00,0.00,0.00,157810.80,0.00,0.00,157810.80,66.07,Bakersfield,CA,93308,211111 - Crude Petroleum and Natural Gas Extraction,"C,W",Oil and Gas Production
2112,Macquarie Energy LLC - EPE,2020,62387.04,0.00,0.00,0.00,0.00,62387.04,0.00,0.00,62387.04,62387.04,0.00,Houston,TX,77002,221122 - Electric Power Distribution,EPE,Electricity Importer
3063,Truckee Donner PUD - EPE,2020,62158.03,0.00,0.00,0.00,0.00,62158.03,0.00,0.00,28811.20,28811.20,33346.82,Truckee,CA,96161,221122 - Electric Power Distribution,EPE,Electricity Importer
104862,"Seaboard Energy Marketing, Inc.",2020,155804.48,0.00,0.00,138.47,155666.01,0.00,0.00,0.00,0.00,0.00,155804.48,Shawnee Mission,KS,66202,325199 - All Other Basic Organic Chemical Manufacturing,MM,Transportation Fuel Supplier
104536,Clean Energy,2020,151574.48,13074.45,0.00,34989.18,103510.84,0.00,13074.45,33383.12,0.00,46457.58,105116.90,Newport Beach,CA,92660,221210 - Natural Gas Distribution,"C,NN","Supplier of Natural Gas, NGL, or LPG"
104712,Redwood Coast Energy Authority (RCEA) - EPE,2020,58586.35,0.00,0.00,0.00,0.00,58586.35,0.00,0.00,5555.44,5555.44,53030.91,Eureka,CA,95501,221122 - Electric Power Distribution,EPE,Electricity Importer
2264,"Direct Energy Business, LLC (fka Strategic Energy) - EPE",2020,57631.00,0.00,0.00,0.00,0.00,57631.00,0.00,0.00,3850.66,3850.66,53780.34,Houston,TX,77046,221122 - Electric Power Distribution,EPE,Electricity Importer
100256,Redding Electric Utility - Redding Power Generation,2020,151523.32,151523.32,0.00,0.00,0.00,0.00,151523.32,0.00,0.00,151523.32,0.00,Redding,CA,96001,221112 - Fossil Fuel Electric Power Generation,"C,D",In-State Electricity Generation
101305,"University of California, San Diego, UCSD",2020,150563.70,150563.70,0.00,0.00,0.00,0.00,150563.70,0.00,0.00,150563.70,0.00,La Jolla,CA,92093,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
5011,City of Palo Alto - Gas Utility,2020,138718.16,0.00,0.00,138718.16,0.00,0.00,0.00,138718.16,0.00,138718.16,0.00,Palo Alto,CA,94301,221210 - Natural Gas Distribution,NN,"Supplier of Natural Gas, NGL, or LPG"
100111,"Turlock Irrigation District (TID), Almond Power Plant",2020,138604.46,138604.46,0.00,0.00,0.00,0.00,138604.46,0.00,0.00,138604.46,0.00,Modesto,CA,95358,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
104347,"Aemetis Advanced Fuels Keyes, Inc.",2020,137905.22,75074.88,62830.33,0.00,0.00,0.00,75074.88,0.00,0.00,75074.88,62830.33,Ceres,CA,95307,325193 - Ethyl Alcohol Manufacturing,"C,PP",Other Combustion Source
104762,"Lansing Trade Group, LLC",2020,134772.81,0.00,0.00,134772.81,0.00,0.00,0.00,134772.81,0.00,134772.81,0.00,Overland Park,KS,66210,424590 - Other Farm Product Raw Material Merchant Wholesalers,NN,"Supplier of Natural Gas, NGL, or LPG"
101702,Roseburg Forest Products,2020,134322.13,3214.64,131107.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,134322.13,Weed,CA,96094,321212 - Softwood Veneer and Plywood Manufacturing,C,Other Combustion Source
101682,Sierra Pacific Industries (SPI) - Sonora,2020,132773.37,2835.47,129937.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,132773.37,Sonora,CA,95370,321113 - Sawmills,C,Other Combustion Source
101270,"Roseville Electric, Roseville Energy Park",2020,131224.98,131224.98,0.00,0.00,0.00,0.00,131224.98,0.00,0.00,131224.98,0.00,Roseville,CA,95747,221112 - Fossil Fuel Electric Power Generation,D,In-State Electricity Generation
100061,"Brea Generation, LLC",2020,128487.11,644.49,127842.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128487.11,Brea,CA,92821,221119 - Other Electric Power Generation,C,In-State Electricity Generation
101507,Kern Oil Refinery,2020,128320.79,125777.96,2542.83,0.00,0.00,0.00,125600.97,0.00,0.00,125600.97,2719.83,Bakersfield,CA,93307,324110 - Petroleum Refineries,"C,Y",Refinery
3057,Roseville Electric - EPE,2020,47532.07,0.00,0.00,0.00,0.00,47532.07,0.00,0.00,47532.07,47532.07,0.00,Roseville,CA,95747,221122 - Electric Power Distribution,EPE,Electricity Importer
101143,"Calpine - Los Esteros Critical Energy Facility, LLC",2020,127505.88,127505.88,0.00,0.00,0.00,0.00,127505.88,0.00,0.00,127505.88,0.00,San Jose,CA,95143,221112 - Fossil Fuel Electric Power Generation,C,In-State Electricity Generation
100954,California Steel Industries,2020,124433.28,124433.28,0.00,0.00,0.00,0.00,124433.28,0.00,0.00,124433.28,0.00,Fontana,CA,92335,331221 - Rolled Steel Shape Manufacturing,C,Other Combustion Source
101100,"Kiefer Landfill, Department of Waste Management and Recycling",2020,124230.88,623.14,123607.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124230.88,Sloughhouse,CA,95683,562212 - Solid Waste Landfill,C,In-State Electricity Generation
104514,"University of California, Berkeley",2020,124173.15,124173.15,0.00,0.00,0.00,0.00,124172.79,0.00,0.00,124172.79,0.37,Berkeley,CA,94720,"611310 - Colleges, Universities, and Professional Schools",C,Other Combustion Source
101685,Pixley Cogeneration Partners / Calgren Renewable Fuels,2020,123895.05,46449.98,77445.07,0.00,0.00,0.00,46449.98,0.00,0.00,46449.98,77445.07,Pixley,CA,93256,221112 - Fossil Fuel Electric Power Generation,"C,PP",Cogeneration
101669,Coso Power Developers (Navy II) - Geothermal,2020,123602.67,123602.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,123602.67,Little Lake,CA,93542,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100071,LACSD - Puente Hills Landfill,2020,122625.70,648.77,121976.93,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122625.70,City of Industry,CA,90607,562212 - Solid Waste Landfill,C,In-State Electricity Generation
100690,Coso Energy Developers (BLM E&W) - Geothermal,2020,120186.53,120186.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,120186.53,Little Lake,CA,93542,221119 - Other Electric Power Generation,C,In-State Electricity Generation
100130,"Sacramento Municipal Utility District (SMUD) , Carson Ice CG",2020,119672.59,113865.39,5807.21,0.00,0.00,0.00,113865.39,0.00,0.00,113865.39,5807.21,Elk Grove,CA,95758,221112 - Fossil Fuel Electric Power Generation,"C,D",Cogeneration
104065,BNSF Railway - Richmond,2020,117407.65,0.00,0.00,117407.65,0.00,0.00,0.00,117407.65,0.00,117407.65,0.00,Richmond,CA,94801,482111 - Line-Haul Railroads,MM,Transportation Fuel Supplier
